codigoUc;mesReferencia;valorFatura;dataPagamento;banco
3095400749;01/11/2025;902,69;26/11/2025;C6_BANK
3092607662;01/10/2025;963,63;26/11/2025;C6_BANK
4003250772;01/11/2025;811,54;26/11/2025;C6_BANK
3090582274;01/10/2025;929,63;02/12/2025;C6_BANK
3090667934;01/10/2025;380,83;02/12/2025;C6_BANK
3091036353;01/10/2025;557,39;02/12/2025;C6_BANK
3090656984;01/10/2025;437,06;08/12/2025;C6_BANK
3095134910;01/11/2025;7.726,63;10/12/2025;C6_BANK
3090768932;01/10/2025;402,06;12/12/2025;C6_BANK
3090768932;01/11/2025;379,27;12/12/2025;C6_BANK
3090579398;01/11/2025;741,12;15/12/2025;C6_BANK
4003698872;01/11/2025;5.667,46;16/12/2025;C6_BANK
3090582274;01/11/2025;2.938,26;16/12/2025;C6_BANK
3091496341;01/11/2025;751,65;17/12/2025;C6_BANK
3082099467;01/11/2025;316,91;17/12/2025;C6_BANK
3095196256;01/11/2025;1.508,15;17/12/2025;C6_BANK
3095562977;01/11/2025;906,18;17/12/2025;C6_BANK
3090693847;01/11/2025;113,8;17/12/2025;C6_BANK
3093313948;01/11/2025;1.287,42;17/12/2025;C6_BANK
3092636445;01/11/2025;227,39;17/12/2025;C6_BANK
3092227405;01/11/2025;684,18;17/12/2025;C6_BANK
3090579397;01/11/2025;191,19;17/12/2025;C6_BANK
4003993154;01/11/2025;2.164,00;17/12/2025;C6_BANK
3095229213;01/11/2025;92,99;23/12/2025;C6_BANK
4003548077;01/11/2025;114,59;23/12/2025;C6_BANK
3090582291;01/11/2025;1.721,43;23/12/2025;C6_BANK
3095400731;01/11/2025;509,07;23/12/2025;C6_BANK
3091159533;01/11/2025;313,3;23/12/2025;C6_BANK
3092707047;01/11/2025;718,73;23/12/2025;C6_BANK
4003327541;01/11/2025;919,01;23/12/2025;C6_BANK
4003327542;01/11/2025;71,95;23/12/2025;C6_BANK
3095625622;01/11/2025;212,37;23/12/2025;C6_BANK
3095209861;01/11/2025;424,8;23/12/2025;C6_BANK
3095322370;01/11/2025;433,17;23/12/2025;C6_BANK
3093257025;01/11/2025;547,02;23/12/2025;C6_BANK
3095147868;01/11/2025;443,65;23/12/2025;C6_BANK
3093262301;01/11/2025;369,34;23/12/2025;C6_BANK
3090623032;01/11/2025;301,84;23/12/2025;C6_BANK
3095301272;01/11/2025;932,63;23/12/2025;C6_BANK
3095156869;01/11/2025;957,27;23/12/2025;C6_BANK
3095209053;01/11/2025;699,71;23/12/2025;C6_BANK
3095208677;01/11/2025;826,54;23/12/2025;C6_BANK
3095150950;01/11/2025;482,56;23/12/2025;C6_BANK
4003327543;01/11/2025;474,12;23/12/2025;C6_BANK
3090656985;01/11/2025;661,62;23/12/2025;C6_BANK
3095194198;01/11/2025;764,89;23/12/2025;C6_BANK
3090657453;01/11/2025;437,57;23/12/2025;C6_BANK
4003513902;01/11/2025;926,71;23/12/2025;C6_BANK
4002293699;01/11/2025;667,31;23/12/2025;C6_BANK
4003514072;01/11/2025;1.307,84;23/12/2025;C6_BANK
3090656152;01/11/2025;1.309,71;23/12/2025;C6_BANK
3090691461;01/11/2025;1.109,70;23/12/2025;C6_BANK
3090667934;01/11/2025;771,97;23/12/2025;C6_BANK
4002435906;01/11/2025;122,9;30/12/2025;C6_BANK
3092608534;01/11/2025;187,62;30/12/2025;C6_BANK
3090657265;01/11/2025;202,8;30/12/2025;C6_BANK
3095229213;01/12/2025;226,72;30/12/2025;C6_BANK
4003548077;01/12/2025;257,09;30/12/2025;C6_BANK
3090657009;01/11/2025;1.001,76;30/12/2025;C6_BANK
3095400749;01/12/2025;1.272,87;30/12/2025;C6_BANK
3092362633;01/11/2025;1.322,89;30/12/2025;C6_BANK
3095118657;01/11/2025;1.337,71;30/12/2025;C6_BANK
3092607662;01/11/2025;1.364,52;30/12/2025;C6_BANK
3090783930;01/11/2025;2.163,96;30/12/2025;C6_BANK
3095046800;01/11/2025;2.390,14;30/12/2025;C6_BANK
3090647729;01/11/2025;2.486,71;30/12/2025;C6_BANK
3092362633;01/12/2025;2.794,46;30/12/2025;C6_BANK
3095309146;01/11/2025;2.796,91;30/12/2025;C6_BANK
3090585494;01/11/2025;2.951,41;30/12/2025;C6_BANK
3091314655;01/11/2025;3.745,86;30/12/2025;C6_BANK
3090702159;01/11/2025;6.430,30;30/12/2025;C6_BANK
3095677733;01/11/2025;3.947,50;30/12/2025;C6_BANK
4003817265;01/11/2025;859,03;31/12/2025;C6_BANK
4003250772;01/12/2025;1.067,05;31/12/2025;C6_BANK
4004082808;01/11/2025;726,9;05/01/2026;C6_BANK
3085723679;01/11/2025;147,97;06/01/2026;C6_BANK
3090768932;01/12/2025;418,99;06/01/2026;C6_BANK
4003698872;01/12/2025;1.582,17;06/01/2026;C6_BANK
3091036353;01/11/2025;1.653,70;06/01/2026;C6_BANK
3095256173;01/11/2025;2.362,59;06/01/2026;C6_BANK
3090656984;01/11/2025;437,68;07/01/2026;C6_BANK
3082033151;01/11/2025;280,16;07/01/2026;C6_BANK
3095400731;01/12/2025;798,08;07/01/2026;C6_BANK
3091159533;01/12/2025;396,4;07/01/2026;C6_BANK
3090783930;01/12/2025;1.146,83;07/01/2026;C6_BANK
3090657453;01/12/2025;600,23;07/01/2026;C6_BANK
4003327542;01/12/2025;278,28;07/01/2026;C6_BANK
4002293699;01/12/2025;753,42;07/01/2026;C6_BANK
4003513902;01/12/2025;1.249,98;07/01/2026;C6_BANK
4003514072;01/12/2025;1.261,26;07/01/2026;C6_BANK
4003327541;01/12/2025;1.724,13;07/01/2026;C6_BANK
4003327543;01/12/2025;1.142,72;07/01/2026;C6_BANK
3090656985;01/12/2025;1.004,67;07/01/2026;C6_BANK
3090656152;01/12/2025;1.426,91;07/01/2026;C6_BANK
3092707047;01/12/2025;1.026,29;07/01/2026;C6_BANK
3095194198;01/12/2025;1.075,24;07/01/2026;C6_BANK
3095309146;01/12/2025;2.760,88;07/01/2026;C6_BANK
3095562977;01/12/2025;435,43;07/01/2026;C6_BANK
3091496341;01/12/2025;963,33;07/01/2026;C6_BANK
3082099467;01/12/2025;174,55;07/01/2026;C6_BANK
3095196256;01/12/2025;634,11;07/01/2026;C6_BANK
3095134910;01/12/2025;9.181,81;23/01/2026;C6_BANK
3095563800;01/11/2025;348,83;26/01/2026;C6_BANK
3095563800;01/12/2025;380,75;26/01/2026;C6_BANK
3095677733;01/12/2025;10.903,97;26/01/2026;C6_BANK
4003698872;01/01/2026;2.004,33;02/02/2026;C6_BANK
3090582274;01/12/2025;1.132,02;02/02/2026;C6_BANK
3090667934;01/12/2025;490,53;02/02/2026;C6_BANK
3091036353;01/12/2025;473,01;02/02/2026;C6_BANK
3085723679;01/12/2025;172,61;18/02/2026;C6_BANK
3095209053;01/12/2025;809,27;18/02/2026;C6_BANK
3095209861;01/12/2025;487,72;18/02/2026;C6_BANK
3095378896;01/12/2025;960,09;18/02/2026;C6_BANK
3095400731;01/01/2026;288,99;18/02/2026;C6_BANK
3095400749;01/01/2026;1.166,13;18/02/2026;C6_BANK
3095309146;01/01/2026;676,93;18/02/2026;C6_BANK
3095301272;01/12/2025;919,98;18/02/2026;C6_BANK
3095625622;01/12/2025;340,79;18/02/2026;C6_BANK
3095625622;01/01/2026;324,61;18/02/2026;C6_BANK
3095631690;01/01/2026;297,49;18/02/2026;C6_BANK
3091159533;01/01/2026;363,89;18/02/2026;C6_BANK
3090783930;01/01/2026;477,04;18/02/2026;C6_BANK
3082033151;01/12/2025;322,7;18/02/2026;C6_BANK
3093257025;01/12/2025;776,96;18/02/2026;C6_BANK
3093262301;01/12/2025;823,84;18/02/2026;C6_BANK
3095150950;01/12/2025;820,43;18/02/2026;C6_BANK
3095156869;01/12/2025;1.045,26;18/02/2026;C6_BANK
3095147868;01/12/2025;184,36;18/02/2026;C6_BANK
3095046800;01/12/2025;2.490,47;18/02/2026;C6_BANK
3095118657;01/12/2025;1.382,06;18/02/2026;C6_BANK
3092608534;01/12/2025;307,17;18/02/2026;C6_BANK
3090647729;01/12/2025;3.630,11;18/02/2026;C6_BANK
3090657009;01/12/2025;264,45;18/02/2026;C6_BANK
3090582291;01/12/2025;1.346,67;18/02/2026;C6_BANK
3090582291;01/01/2026;388,78;18/02/2026;C6_BANK
3090623032;01/12/2025;1.186,45;18/02/2026;C6_BANK
3090657265;01/12/2025;272,22;18/02/2026;C6_BANK
3090702159;01/12/2025;7.556,34;18/02/2026;C6_BANK
4003250772;01/01/2026;553,08;18/02/2026;C6_BANK
4003548077;01/01/2026;88,99;18/02/2026;C6_BANK
3095229213;01/01/2026;87,42;18/02/2026;C6_BANK
4003817265;01/12/2025;905,26;18/02/2026;C6_BANK
3095256173;01/12/2025;784,77;18/02/2026;C6_BANK
3092227405;01/12/2025;679,62;18/02/2026;C6_BANK
3093313948;01/12/2025;597,96;18/02/2026;C6_BANK
3095589850;01/12/2025;118,26;18/02/2026;C6_BANK
3082099467;01/01/2026;149,97;18/02/2026;C6_BANK
3092636445;01/12/2025;247,71;18/02/2026;C6_BANK
3090579397;01/12/2025;187,18;18/02/2026;C6_BANK
3090579397;01/01/2026;154,93;18/02/2026;C6_BANK
3090579398;01/12/2025;874,27;18/02/2026;C6_BANK
3090579398;01/01/2026;846,44;18/02/2026;C6_BANK
3090693847;01/12/2025;2.673,72;18/02/2026;C6_BANK
3090656984;01/12/2025;202,57;18/02/2026;C6_BANK
3091496341;01/01/2026;875,16;18/02/2026;C6_BANK
4004082808;01/12/2025;945,07;18/02/2026;C6_BANK
3090768932;01/01/2026;605,16;18/02/2026;C6_BANK
4003993154;01/12/2025;2.118,59;25/02/2026;C6_BANK
4003993154;01/01/2026;1.061,98;25/02/2026;C6_BANK
4003513902;01/01/2026;1.241,73;02/03/2026;C6_BANK
3095194198;01/01/2026;3.930,78;02/03/2026;C6_BANK
3095502802;01/01/2026;3.693,17;02/03/2026;C6_BANK
3095322370;01/12/2025;365,67;02/03/2026;C6_BANK
3095322370;01/01/2026;408,29;02/03/2026;C6_BANK
4002293699;01/01/2026;744,97;02/03/2026;C6_BANK
3095567726;01/01/2026;2.139,44;02/03/2026;C6_BANK
3095567724;01/01/2026;678,4;02/03/2026;C6_BANK
3091314655;01/12/2025;4.487,62;02/03/2026;C6_BANK
3091314655;01/01/2026;6.679,27;02/03/2026;C6_BANK
3095208677;01/12/2025;876,17;02/03/2026;C6_BANK
3095208677;01/01/2026;390,15;02/03/2026;C6_BANK
3092707047;01/01/2026;304,29;02/03/2026;C6_BANK
3092607662;01/12/2025;2.138,88;02/03/2026;C6_BANK
3092607662;01/01/2026;617,72;02/03/2026;C6_BANK
3090691461;01/12/2025;1.705,62;02/03/2026;C6_BANK
3090691461;01/01/2026;467,55;02/03/2026;C6_BANK
3090656985;01/01/2026;374,05;02/03/2026;C6_BANK
3090657453;01/01/2026;619,07;02/03/2026;C6_BANK
4003327541;01/01/2026;517,31;02/03/2026;C6_BANK
4003327542;01/01/2026;87,37;02/03/2026;C6_BANK
4003327543;01/01/2026;309,89;02/03/2026;C6_BANK
4003514072;01/01/2026;1.297,73;02/03/2026;C6_BANK
3095752769;01/12/2025;10.987,39;02/03/2026;C6_BANK
3095562977;01/01/2026;569,77;04/03/2026;C6_BANK
3095196256;01/01/2026;606,84;04/03/2026;C6_BANK
3090582274;01/01/2026;2.107,44;05/03/2026;C6_BANK
3091036353;01/01/2026;774,44;05/03/2026;C6_BANK
3090667934;01/01/2026;1.066,25;05/03/2026;C6_BANK
3090768932;01/02/2026;442,61;05/03/2026;C6_BANK
3095134910;01/01/2026;3.366,70;05/03/2026;C6_BANK
3090657500;01/01/2026;5.549,41;05/03/2026;C6_BANK
3090657500;01/02/2026;1.844,58;05/03/2026;C6_BANK
3095563800;01/01/2026;399,31;09/03/2026;C6_BANK
3090656965;01/01/2026;3.356,42;17/03/2026;C6_BANK
3095677733;01/01/2026;2.735,47;17/03/2026;C6_BANK
3095677733;01/02/2026;6.097,39;17/03/2026;C6_BANK
3095209861;01/01/2026;556,06;17/03/2026;C6_BANK
3090702159;01/01/2026;2.284,18;17/03/2026;C6_BANK
3090585494;01/01/2026;943,17;17/03/2026;C6_BANK
3090585494;01/12/2025;1.320,19;17/03/2026;C6_BANK
3095209053;01/01/2026;823,1;17/03/2026;C6_BANK
3090657009;01/01/2026;292,43;17/03/2026;C6_BANK
3095118657;01/01/2026;617,2;17/03/2026;C6_BANK
3095046800;01/01/2026;759,85;17/03/2026;C6_BANK
3095156869;01/01/2026;1.181,67;17/03/2026;C6_BANK
3093262301;01/01/2026;283,73;17/03/2026;C6_BANK
3092608534;01/01/2026;169,57;17/03/2026;C6_BANK
3090657265;01/01/2026;282,44;17/03/2026;C6_BANK
3090623032;01/01/2026;338,32;17/03/2026;C6_BANK
3092362633;01/01/2026;941,7;17/03/2026;C6_BANK
3093257025;01/01/2026;228,26;17/03/2026;C6_BANK
4002435906;01/12/2025;112,58;17/03/2026;C6_BANK
4002435906;01/01/2026;114,94;17/03/2026;C6_BANK
3095147868;01/01/2026;134,45;17/03/2026;C6_BANK
3095150950;01/01/2026;273,44;17/03/2026;C6_BANK
3095418011;01/02/2026;1.141,91;17/03/2026;C6_BANK
4003698872;01/02/2026;5.498,25;17/03/2026;C6_BANK
3090582274;01/02/2026;4.137,18;17/03/2026;C6_BANK
3090813408;01/02/2026;2.184,10;17/03/2026;C6_BANK
3095134910;01/02/2026;3.982,22;17/03/2026;C6_BANK
3095400749;01/02/2026;1.432,61;17/03/2026;C6_BANK
3095562977;01/02/2026;390,33;19/03/2026;C6_BANK
3095589850;01/01/2026;88,09;19/03/2026;C6_BANK
3093313948;01/01/2026;490,24;19/03/2026;C6_BANK
3092227405;01/01/2026;140,59;19/03/2026;C6_BANK
3095256173;01/01/2026;578,45;19/03/2026;C6_BANK
3090693847;01/01/2026;3.842,62;19/03/2026;C6_BANK
3090579397;01/02/2026;191,06;19/03/2026;C6_BANK
3090579398;01/02/2026;1.038,84;19/03/2026;C6_BANK
3090656984;01/01/2026;204,18;19/03/2026;C6_BANK
4004082808;01/01/2026;1.097,57;19/03/2026;C6_BANK
3090585491;01/01/2026;2.779,57;23/03/2026;C6_BANK
3090585491;01/02/2026;2.424,03;23/03/2026;C6_BANK
3090813408;01/03/2026;2.246,03;27/03/2026;C6_BANK
3090783930;01/02/2026;1.038,27;27/03/2026;C6_BANK
3095752769;01/01/2026;9.589,64;31/03/2026;C6_BANK
3092362633;01/02/2026;2.864,14;31/03/2026;C6_BANK
4003034737;01/02/2026;967,05;31/03/2026;C6_BANK
4003817265;01/02/2026;358,77;31/03/2026;C6_BANK
3095631690;01/02/2026;129,08;31/03/2026;C6_BANK
4003548077;01/02/2026;129,16;31/03/2026;C6_BANK
4003250772;01/02/2026;622,18;31/03/2026;C6_BANK
3095229213;01/02/2026;83,2;31/03/2026;C6_BANK
3090647729;01/01/2026;1.151,67;31/03/2026;C6_BANK
3095301272;01/01/2026;281,49;31/03/2026;C6_BANK
3090656152;01/01/2026;497,81;31/03/2026;C6_BANK
4003034737;01/01/2026;1.399,31;31/03/2026;C6_BANK
4003817265;01/01/2026;256,53;31/03/2026;C6_BANK
3085723679;01/01/2026;251,8;31/03/2026;C6_BANK
3095378896;01/01/2026;416,57;31/03/2026;C6_BANK
3082033151;01/01/2026;147,57;01/04/2026;C6_BANK
3092362633;01/02/2026;2.864,14;01/04/2026;C6_BANK
4003514072;01/02/2026;1.472,24;01/04/2026;C6_BANK
4003513902;01/02/2026;1.654,89;01/04/2026;C6_BANK
4003514072;01/03/2026;1.408,46;02/04/2026;C6_BANK
4003513902;01/03/2026;1.406,40;02/04/2026;C6_BANK
3090691461;01/02/2026;542,54;02/04/2026;C6_BANK
3092607662;01/02/2026;773,3;02/04/2026;C6_BANK
3090667934;01/02/2026;1.673,44;02/04/2026;C6_BANK
3092707047;01/02/2026;316,98;06/04/2026;C6_BANK
3090582291;01/02/2026;447,92;06/04/2026;C6_BANK
3095400731;01/02/2026;380,81;06/04/2026;C6_BANK
4003327541;01/02/2026;528,03;06/04/2026;C6_BANK
3090656152;01/02/2026;403,45;06/04/2026;C6_BANK
4003327543;01/02/2026;379,9;06/04/2026;C6_BANK
4003327542;01/02/2026;111,22;06/04/2026;C6_BANK
3090656985;01/02/2026;294,58;06/04/2026;C6_BANK
3091159533;01/02/2026;103,36;06/04/2026;C6_BANK
3095625622;01/02/2026;430,1;06/04/2026;C6_BANK
3095309146;01/02/2026;627,54;06/04/2026;C6_BANK
3095502802;01/02/2026;227,15;06/04/2026;C6_BANK
3095209861;01/02/2026;873,69;06/04/2026;C6_BANK
3095194198;01/02/2026;1.360,07;06/04/2026;C6_BANK
4002293699;01/02/2026;794,71;06/04/2026;C6_BANK
3090657453;01/02/2026;601,35;06/04/2026;C6_BANK
3090702159;01/02/2026;2.438,97;06/04/2026;C6_BANK
3090656965;01/02/2026;1.239,57;06/04/2026;C6_BANK
3095322370;01/02/2026;452,8;06/04/2026;C6_BANK
3093257025;01/02/2026;299,67;06/04/2026;C6_BANK
3095046800;01/02/2026;816,04;06/04/2026;C6_BANK
3091314655;01/02/2026;5.066,75;06/04/2026;C6_BANK
3095208677;01/02/2026;593,97;06/04/2026;C6_BANK
3095150950;01/02/2026;634,21;06/04/2026;C6_BANK
3093262301;01/02/2026;508,75;06/04/2026;C6_BANK
3092608534;01/02/2026;232,42;06/04/2026;C6_BANK
3095147868;01/02/2026;154,16;06/04/2026;C6_BANK
3095209053;01/02/2026;258,92;06/04/2026;C6_BANK
3090623032;01/02/2026;448,16;06/04/2026;C6_BANK
3090657265;01/02/2026;295,52;06/04/2026;C6_BANK
3090657009;01/02/2026;329,32;06/04/2026;C6_BANK
3095156869;01/02/2026;1.291,88;06/04/2026;C6_BANK
3095118657;01/02/2026;1.368,20;06/04/2026;C6_BANK
3090585494;01/02/2026;975,2;06/04/2026;C6_BANK
3090647729;01/02/2026;1.358,00;06/04/2026;C6_BANK
3095301272;01/02/2026;277,09;06/04/2026;C6_BANK
3095567724;01/02/2026;154,45;06/04/2026;C6_BANK
3095567726;01/02/2026;306,97;06/04/2026;C6_BANK
3095196256;01/02/2026;770,28;07/04/2026;C6_BANK
3082099467;01/02/2026;218,63;07/04/2026;C6_BANK
4003993154;01/02/2026;2.548,66;07/04/2026;C6_BANK
3093313948;01/02/2026;1.231,43;07/04/2026;C6_BANK
3092227405;01/02/2026;183,55;07/04/2026;C6_BANK
3095256173;01/02/2026;1.041,11;07/04/2026;C6_BANK
3091496341;01/02/2026;1.105,46;07/04/2026;C6_BANK
3095677733;01/03/2026;7.168,79;14/04/2026;C6_BANK
3090691461;01/03/2026;460,5;14/04/2026;C6_BANK
3092607662;01/03/2026;695,74;14/04/2026;C6_BANK
3090585494;01/03/2026;1.230,39;20/04/2026;C6_BANK
4003698872;01/03/2026;1.966,58;22/04/2026;C6_BANK
3091036353;01/02/2026;1.797,25;22/04/2026;C6_BANK
3090582274;01/03/2026;1.438,33;22/04/2026;C6_BANK
3085723679;01/02/2026;158,75;22/04/2026;C6_BANK
3095400731;01/03/2026;828,03;22/04/2026;C6_BANK
3095400749;01/03/2026;1.575,76;22/04/2026;C6_BANK
3095194198;01/03/2026;1.810,75;22/04/2026;C6_BANK
3091159533;01/03/2026;143,89;22/04/2026;C6_BANK
4002293699;01/03/2026;736,33;22/04/2026;C6_BANK
3091314655;01/03/2026;4.643,32;22/04/2026;C6_BANK
3082033151;01/03/2026;148,34;22/04/2026;C6_BANK
3092362633;01/03/2026;1.654,45;22/04/2026;C6_BANK
3095150950;01/03/2026;586,6;22/04/2026;C6_BANK
3095156869;01/03/2026;1.161,28;22/04/2026;C6_BANK
3095229213;01/03/2026;89,57;22/04/2026;C6_BANK
3095046800;01/03/2026;682,85;22/04/2026;C6_BANK
3092608534;01/03/2026;165,76;22/04/2026;C6_BANK
3092707047;01/03/2026;335,23;22/04/2026;C6_BANK
3090656152;01/03/2026;372,85;22/04/2026;C6_BANK
3090656965;01/03/2026;1.039,31;22/04/2026;C6_BANK
3090656985;01/03/2026;282,85;22/04/2026;C6_BANK
3090657009;01/03/2026;304,45;22/04/2026;C6_BANK
3090657265;01/03/2026;242,94;22/04/2026;C6_BANK
3090657453;01/03/2026;536,16;22/04/2026;C6_BANK
4002435906;01/03/2026;117,67;22/04/2026;C6_BANK
4002435906;01/02/2026;109,57;22/04/2026;C6_BANK
4003250772;01/03/2026;568,92;22/04/2026;C6_BANK
4003548077;01/03/2026;134,81;22/04/2026;C6_BANK
3090657009;01/03/2026;304,45;22/04/2026;C6_BANK
3095589850;01/02/2026;120,71;22/04/2026;C6_BANK
3095589850;01/03/2026;95,39;22/04/2026;C6_BANK
3090693847;01/02/2026;4.422,44;22/04/2026;C6_BANK
3090656984;01/02/2026;151,78;22/04/2026;C6_BANK
4004082808;01/02/2026;1.587,06;22/04/2026;C6_BANK
3090768932;01/03/2026;537,11;22/04/2026;C6_BANK
3095418011;01/03/2026;1.243,99;23/04/2026;C6_BANK
3090667934;01/03/2026;438,66;04/05/2026;C6_BANK
3090720835;01/02/2026;943,82;04/05/2026;C6_BANK
3082033151;01/02/2026;176,98;04/05/2026;C6_BANK
3095209861;01/03/2026;616,61;04/05/2026;C6_BANK
3095502802;01/03/2026;712,67;04/05/2026;C6_BANK
3095567724;01/03/2026;210,83;04/05/2026;C6_BANK
3095567726;01/03/2026;788,26;04/05/2026;C6_BANK
3095378896;01/02/2026;498,35;04/05/2026;C6_BANK
3095378896;01/04/2026;317,67;04/05/2026;C6_BANK
3095309146;01/03/2026;576,2;04/05/2026;C6_BANK
3095625622;01/03/2026;340,02;04/05/2026;C6_BANK
4003327541;01/03/2026;507,76;04/05/2026;C6_BANK
4003327542;01/03/2026;71,25;04/05/2026;C6_BANK
4003327543;01/03/2026;309,77;04/05/2026;C6_BANK
3082099467;01/03/2026;201,09;04/05/2026;C6_BANK
3095196256;01/03/2026;711,4;04/05/2026;C6_BANK
3095229213;01/04/2026;89,96;12/05/2026;C6_BANK
3085723679;01/03/2026;145,55;12/05/2026;C6_BANK
3095209053;01/03/2026;255,25;12/05/2026;C6_BANK
3095301272;01/03/2026;263,13;12/05/2026;C6_BANK
3095322370;01/03/2026;497,74;12/05/2026;C6_BANK
3095631690;01/03/2026;132,82;12/05/2026;C6_BANK
3095631690;01/04/2026;95,05;12/05/2026;C6_BANK
3091159533;01/04/2026;132,84;12/05/2026;C6_BANK
3093257025;01/03/2026;307,95;12/05/2026;C6_BANK
3093262301;01/03/2026;575,87;12/05/2026;C6_BANK
3095208677;01/03/2026;576,07;12/05/2026;C6_BANK
3095147868;01/03/2026;207,83;12/05/2026;C6_BANK
3095118657;01/03/2026;1.108,96;12/05/2026;C6_BANK
3090647729;01/03/2026;918,08;12/05/2026;C6_BANK
3090623032;01/03/2026;324,63;12/05/2026;C6_BANK
3090702159;01/03/2026;2.037,12;12/05/2026;C6_BANK
3085723679;01/11/2025;147,97;12/05/2026;C6_BANK
4003548077;01/04/2026;127,12;12/05/2026;C6_BANK
3091036353;01/03/2026;502,27;12/05/2026;C6_BANK
4003698872;01/04/2026;2.324,35;12/05/2026;C6_BANK
3095563800;01/02/2026;528,07;13/05/2026;C6_BANK
3095563800;01/03/2026;236,15;13/05/2026;C6_BANK
3090693847;01/03/2026;4.082,55;14/05/2026;C6_BANK
3095256173;01/03/2026;753,91;14/05/2026;C6_BANK
3092227405;01/03/2026;286,07;14/05/2026;C6_BANK
3093313948;01/03/2026;567,37;14/05/2026;C6_BANK
3090579397;01/03/2026;187,25;14/05/2026;C6_BANK
3090579398;01/03/2026;1.160,27;14/05/2026;C6_BANK
4003993154;01/03/2026;2.541,04;14/05/2026;C6_BANK
3095134910;01/03/2026;9.019,17;14/05/2026;C6_BANK
3090768932;01/04/2026;486,98;14/05/2026;C6_BANK
3090813408;01/04/2026;2.050,98;15/05/2026;C6_BANK
3090585491;01/03/2026;2.471,53;15/05/2026;C6_BANK
3090585491;01/04/2026;2.529,58;15/05/2026;C6_BANK
